,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
525,40.0,Male,Sunglasses,27.53343572603285,Connecticut,M,Lavender,Summer,Missing,Standard,No,7,Credit Card
526,38.0,Non-binary,Handbag,28.399280716694992,Ohio,S,Turquoise,Summer,Present,Standard,No,20,Credit Card
527,42.0,Female,T-shirt,25.24898552753406,,S,Lavender,Spring,Present,Standard,No,1,Credit Card
528,26.0,Male,Socks,26.14617274158208,Illinois,L,Baby blue,Winter,Missing,Express,No,3,Credit Card
529,32.0,Male,Sunglasses,28.69782816115562,Iowa,S,Brick red,Fall,Missing,Express,No,9,Credit Card
530,46.0,Male,Jeans,34.56938900864674,New York,L,Brick red,Fall,Missing,Standard,No,3,Credit Card
531,29.0,Male,Sweater,29.80759020714337,Indiana,M,Brown,Winter,Present,Standard,No,6,Credit Card
532,33.0,Male,Running Shoes,29.85959232977977,Ohio,L,Lemon yellow,Summer,Present,Standard,No,0,Credit Card
533,18.0,Male,Running Shoes,30.41419850849528,Iowa,XL,White,Spring,Missing,Standard,No,0,Credit Card
534,30.0,Female,Pajamas,30.798212224621665,New Jersey,M,Turquoise,Winter,Missing,Standard,No,15,Credit Card
535,37.0,Female,Boots,33.35695830136009,,XL,Muted mustard yellow,Winter,Missing,Standard,No,3,Credit Card
536,30.0,Male,Running Shoes,29.242763905325635,New York,XL,Lavender,Summer,Present,Express,No,3,Credit Card
537,27.0,Female,Gloves,41.40343546792713,Iowa,M,Black,Winter,Present,Standard,No,1,Credit Card
538,27.0,Male,Hoodie,33.4879011652891,Arkansas,M,Muted mustard yellow,Winter,Missing,Standard,No,12,Credit Card
539,20.0,Female,Sunglasses,29.978609435133865,Washington,XL,White,Summer,Present,Standard,No,12,Credit Card
540,,Female,Shorts,34.02983237233377,Arkansas,L,White,Fall,Present,Standard,No,2,Credit Card
541,39.0,Male,T-shirt,25.995737134490334,Mississippi,M,Baby blue,Summer,Present,Express,No,8,Credit Card
542,25.0,Male,Gloves,21.17176558838977,Connecticut,M,Mauve,Fall,Missing,Standard,No,8,Credit Card
543,34.0,Female,Boots,24.292742404450436,Nebraska,S,Mauve,Fall,Present,Standard,No,15,Credit Card
544,21.0,Female,Socks,39.31283600764261,Utah,L,Aubergine,Winter,Present,Standard,No,10,Credit Card
545,32.0,Male,Sunglasses,34.83102587228916,Maine,M,Turquoise,Summer,Missing,Standard,No,4,Credit Card
546,27.0,Female,Jeans,27.661422762102795,South Dakota,L,White,Fall,Missing,Standard,No,4,Credit Card
547,,Female,Leggings,32.0314271338917,Connecticut,M,Brown,Winter,Missing,Standard,No,0,Credit Card
548,25.0,Female,Scarf,17.765898857926725,Colorado,M,Brick red,Winter,Missing,Standard,No,20,Credit Card
549,26.0,Female,Running Shoes,25.16031717271561,Pennsylvania,L,Lemon yellow,Fall,Missing,Next Day Air,No,2,Credit Card
550,34.0,Male,Dress,28.488075941908697,Florida,M,Turquoise,Summer,Missing,Standard,No,5,Credit Card
551,27.0,Male,Dress,38.23113088084176,Alabama,L,Pale peach,Spring,Missing,Standard,No,7,Credit Card
552,32.0,Male,Socks,42.98042784449632,,M,Brown,Fall,Missing,Standard,No,0,Credit Card
553,29.0,Female,Gloves,25.44263016538166,,M,Ruby Red,Fall,Present,Next Day Air,No,2,Credit Card
554,20.0,Female,Pajamas,35.25357268590418,Illinois,L,Mauve,Fall,Missing,Standard,No,7,Credit Card
555,42.0,Male,Jeans,37.16004614915333,Wyoming,S,Baby blue,Fall,Missing,Next Day Air,No,2,Credit Card
556,18.0,Male,Scarf,20.613956019382236,Tennessee,L,Terra cotta,Fall,Missing,Standard,No,9,Credit Card
557,29.0,Female,Scarf,34.834919791568254,North Dakota,XL,Brick red,Winter,Missing,Next Day Air,No,3,Credit Card
558,26.0,Male,Sunglasses,25.9847155526343,Arkansas,M,Pale peach,Summer,Missing,Standard,No,3,Credit Card
559,29.0,Female,Belt,23.94296844628097,Ohio,L,Aubergine,Fall,Missing,Standard,No,2,Credit Card
560,,Male,Backpack,27.1269096462122,Illinois,M,Terra cotta,Winter,Missing,Standard,No,6,Credit Card
561,20.0,Female,Running Shoes,28.465988692012825,Tennessee,XL,Lavender,Spring,Present,Express,No,9,Credit Card
562,26.0,Male,Scarf,32.211492153333445,Connecticut,M,Burnt orange,Winter,Present,Standard,No,5,Credit Card
563,29.0,Male,Leggings,30.875071329515908,,S,Lavender,Winter,Missing,Standard,No,5,Credit Card
564,33.0,Male,Dress,31.40161315768583,Tennessee,L,Baby blue,Summer,Present,Standard,No,5,Credit Card
565,,Female,Dress,31.709566097843783,New Mexico,XL,Terra cotta,Fall,Present,Standard,No,14,Credit Card
566,37.0,Male,Jacket,30.563287015026543,Ohio,L,Black,Winter,Missing,Standard,No,14,Credit Card
567,40.0,Male,T-shirt,21.453675744726976,,XL,White,Summer,Missing,Standard,No,0,Credit Card
568,28.0,Female,Shorts,33.16856154467678,Georgia,M,Lavender,Summer,Missing,Standard,No,5,Credit Card
569,29.0,Male,Sunglasses,21.94346703598503,Connecticut,S,Brick red,Summer,Missing,Standard,No,19,Credit Card
570,37.0,Female,Shorts,33.54677444780463,Wisconsin,L,Baby blue,Spring,Missing,Standard,No,3,Credit Card
571,33.0,Male,Sunglasses,25.943626359930136,Alabama,L,Fuchsia,Summer,Present,Standard,No,0,Credit Card
572,26.0,Male,Shorts,30.28000767106209,California,L,Turquoise,Summer,Present,Standard,No,13,Credit Card
573,64.0,Female,Sunglasses,36.59148323378413,Arkansas,XL,Pale peach,Spring,Present,Standard,No,20,Bank Transfer
574,34.0,Male,T-shirt,30.00269694197208,Oregon,S,Baby blue,Spring,Present,Standard,No,3,Credit Card
575,20.0,Female,Jeans,27.77588591003087,Kansas,XL,Brick red,Fall,Missing,Standard,No,1,Credit Card
576,50.0,Female,Shorts,25.470482686826458,,M,Turquoise,Spring,Missing,Express,No,0,Credit Card
577,52.0,Male,Dress,36.07553959416034,Iowa,XL,Ruby Red,Fall,Present,Standard,No,16,Credit Card
578,43.0,Female,Shorts,36.22875566737893,Arkansas,L,Turquoise,Summer,Missing,Standard,No,10,Credit Card
579,38.0,Male,Handbag,37.40963913728777,Connecticut,L,Lavender,Spring,Missing,Express,No,5,Credit Card
580,41.0,Female,Pajamas,32.17635574420006,Michigan,S,Black,Winter,Missing,Express,No,0,Credit Card
581,62.0,Female,Boots,30.274086303028373,Massachusetts,S,Black,Winter,Missing,Standard,No,0,Bank Transfer
582,19.0,Male,Gloves,28.837075585138823,,S,Black,Winter,Present,Standard,No,1,Credit Card
583,,Male,Shorts,42.855808199955405,Maryland,XL,Lemon yellow,Spring,Missing,Express,No,20,Credit Card
584,36.0,Female,Shorts,32.56769868717893,Washington,M,Periwinkle,Summer,Missing,Standard,No,2,Credit Card
585,33.0,Female,Pajamas,45.84659580761573,Maryland,M,Burnt orange,Winter,Missing,Standard,No,15,Credit Card
586,29.0,Female,Gloves,41.54057029465034,Massachusetts,S,Burnt orange,Fall,Present,Standard,No,11,Credit Card
587,52.0,Female,Running Shoes,25.82990618640325,,S,Lemon yellow,Summer,Missing,Standard,No,3,Credit Card
588,36.0,Female,Dress,35.18034173765089,California,XL,Pale peach,Spring,Missing,Standard,No,9,Credit Card
589,20.0,Female,Handbag,37.35118304067838,Utah,S,Baby blue,Summer,Present,Standard,No,12,Credit Card
590,24.0,Male,Gloves,27.266869741113897,Texas,L,Lavender,Winter,Missing,Standard,No,20,Credit Card
591,,Female,Shorts,26.63695788285529,Pennsylvania,S,Pale peach,Summer,Missing,Standard,No,1,Credit Card
592,31.0,Male,Scarf,24.40742744999356,Kentucky,L,Terra cotta,Fall,Missing,Standard,No,5,Credit Card
593,35.0,Female,Backpack,28.73678845567025,Alabama,M,Aubergine,Winter,Missing,Standard,No,3,Credit Card
594,46.0,Female,Sunglasses,28.45282672812441,Massachusetts,L,Periwinkle,Summer,Missing,Standard,No,9,Credit Card
595,,Male,Hoodie,29.8914056663186,New York,L,Black,Winter,Missing,Standard,No,4,Credit Card
596,54.0,Male,Jacket,26.947136532517376,Minnesota,M,Brown,Fall,Missing,Standard,No,2,Credit Card
597,61.0,Male,T-shirt,30.95092106826961,Connecticut,M,White,Summer,Missing,Standard,No,1,Bank Transfer
598,30.0,Male,Sunglasses,22.874075889049426,Alaska,S,Muted mustard yellow,Spring,Missing,Standard,No,0,Credit Card
599,,Female,Dress,31.941431894017025,Massachusetts,S,Pale peach,Summer,Missing,Standard,No,5,Credit Card
600,60.0,Male,Scarf,32.89583994806662,Montana,M,Aubergine,Fall,Missing,Next Day Air,No,7,Credit Card
601,31.0,Male,Sunglasses,28.149118451989047,Pennsylvania,M,Baby blue,Fall,Missing,Standard,No,8,Credit Card
602,31.0,Male,Leggings,32.52024647078097,Indiana,M,Brown,Winter,Present,Standard,No,15,Credit Card
603,33.0,Female,Dress,31.252976689661907,Texas,XL,White,Summer,Missing,Standard,No,4,Credit Card
604,,Male,Jacket,33.89046166409805,Kentucky,S,Black,Fall,Missing,Next Day Air,No,4,Credit Card
605,40.0,Female,Handbag,35.38357091672414,Alabama,XL,White,Summer,Missing,Standard,No,8,Credit Card
606,31.0,Male,Leggings,37.948686061193534,Montana,S,Black,Fall,Missing,Standard,No,20,Credit Card
607,32.0,Male,Running Shoes,23.563070158171456,Kentucky,M,White,Summer,Missing,Express,No,1,Credit Card
608,38.0,Male,Gloves,29.57238495323438,Montana,L,Ruby Red,Winter,Missing,Standard,No,4,Credit Card
609,38.0,Male,Running Shoes,19.052854752182974,Arkansas,S,Pale peach,Spring,Missing,Standard,No,0,Credit Card
610,24.0,Female,Dress,30.080546381888396,,M,Turquoise,Summer,Present,Standard,No,10,Credit Card
611,28.0,Female,Dress,41.8378375427146,New Hampshire,M,Fuchsia,Summer,Missing,Standard,No,10,Credit Card
612,31.0,Female,Backpack,20.382454640588087,Connecticut,M,Brick red,Fall,Missing,Standard,No,2,Credit Card
613,36.0,Male,Pajamas,26.71097628931089,New York,L,Brick red,Winter,Present,Standard,No,1,Credit Card
614,55.0,Male,Jeans,33.36283334707678,,S,Ruby Red,Fall,Missing,Standard,No,4,Credit Card
615,56.0,Male,Boots,26.640960710589223,Idaho,M,Burnt orange,Fall,Present,Standard,No,20,Credit Card
616,40.0,Female,Running Shoes,15.441080171129432,Arizona,XL,Baby blue,Summer,Missing,Standard,No,6,Credit Card
617,47.0,Female,Jacket,42.68926391472719,Nevada,L,Lavender,Fall,Missing,Standard,No,6,Credit Card
618,47.0,Male,Running Shoes,31.10434109193342,New Mexico,M,Fuchsia,Summer,Missing,Next Day Air,No,2,Credit Card
619,23.0,Male,T-shirt,33.192073069614075,Massachusetts,M,Fuchsia,Summer,Present,Standard,No,13,Credit Card
620,32.0,Male,Handbag,20.10135667620664,,L,Turquoise,Summer,Present,Standard,No,14,Credit Card
621,38.0,Female,Scarf,34.82551210425412,Vermont,M,Baby blue,Winter,Missing,Standard,No,4,Credit Card
622,46.0,Female,Dress,26.61336751777926,Washington,M,Turquoise,Spring,Present,Standard,No,3,Credit Card
623,44.0,Male,Running Shoes,35.3522334161388,Ohio,XL,Lavender,Summer,Missing,Next Day Air,No,1,Credit Card
624,33.0,Female,Jacket,33.40048106275651,Rhode Island,M,Terra cotta,Fall,Missing,Standard,No,6,Credit Card
625,37.0,Male,Leggings,32.55387798509052,Delaware,M,Black,Winter,Present,Express,No,8,Credit Card
626,36.0,Female,T-shirt,41.044959024461534,Virginia,S,Turquoise,Summer,Missing,Standard,No,1,Credit Card
627,33.0,Female,Running Shoes,29.594468773111117,Hawaii,L,Fuchsia,Summer,Present,Standard,No,20,Credit Card
628,23.0,Male,Sunglasses,23.40219805461951,West Virginia,S,Brown,Fall,Missing,Standard,No,3,Credit Card
629,,Non-binary,Backpack,36.75030518428122,West Virginia,M,Ruby Red,Winter,Missing,Standard,No,6,Credit Card
630,19.0,Male,Backpack,29.92144627311671,North Carolina,M,Aubergine,Winter,Missing,Standard,No,0,Credit Card
631,40.0,Female,Handbag,35.526214530404786,Maryland,M,Periwinkle,Summer,Missing,Standard,No,3,Credit Card
632,,Male,Scarf,40.27855443045173,Oklahoma,M,Black,Winter,Present,Standard,No,0,Credit Card
633,26.0,Female,Sweater,33.37127448793256,Rhode Island,S,Terra cotta,Fall,Present,Standard,No,8,Credit Card
634,30.0,Male,Sweater,29.05329796383061,West Virginia,L,Terra cotta,Winter,Present,Express,No,1,Credit Card
635,,Female,Pajamas,36.69690861549223,Maryland,S,Lavender,Fall,Missing,Standard,No,2,Credit Card
636,19.0,Male,Boots,26.84379667232735,Alaska,S,Terra cotta,Winter,Missing,Next Day Air,No,2,Credit Card
637,23.0,Female,Socks,26.846747952376887,Maryland,XL,Terra cotta,Fall,Present,Express,No,11,Credit Card
638,29.0,Male,Shorts,44.15423979834735,,M,Lemon yellow,Summer,Present,Standard,No,1,Credit Card
639,50.0,Female,Shorts,22.398641946059094,Delaware,L,Baby blue,Summer,Missing,Standard,No,0,Credit Card
640,22.0,Non-binary,Handbag,25.08101609879397,Oklahoma,XL,White,Summer,Missing,Standard,No,7,Credit Card
641,45.0,Male,Dress,18.337130476166426,Texas,L,Lavender,Spring,Missing,Standard,No,14,Credit Card
642,39.0,Male,Hoodie,27.41556267922011,Arkansas,L,Ruby Red,Winter,Present,Express,No,0,Credit Card
643,30.0,Male,T-shirt,26.98611997908259,,M,Lavender,Summer,Missing,Express,No,2,Credit Card
644,21.0,Female,Sunglasses,32.811350088618624,Maryland,L,Lemon yellow,Spring,Present,Standard,No,6,Credit Card
645,21.0,Male,Pajamas,21.82250033906027,Wisconsin,S,Mauve,Winter,Missing,Standard,No,5,Credit Card
646,22.0,Female,Leggings,18.634807715632057,Vermont,M,Aubergine,Winter,Present,Standard,No,1,Credit Card
647,22.0,Male,Hoodie,18.560812959864897,,M,Black,Winter,Missing,Next Day Air,No,2,Credit Card
648,33.0,Male,Handbag,20.645417270030897,Nebraska,XL,Turquoise,Summer,Present,Standard,No,0,Credit Card
649,27.0,Female,T-shirt,29.757657613758425,New Hampshire,M,Periwinkle,Spring,Missing,Standard,No,7,Credit Card
650,28.0,Female,Shorts,43.11022136650932,Kansas,S,Turquoise,Summer,Missing,Standard,No,3,Credit Card
651,27.0,Female,Jacket,26.39109679418237,,L,Lavender,Winter,Present,Express,No,2,Credit Card
652,25.0,Male,Dress,32.87625153551679,Nevada,M,Lavender,Fall,Missing,Standard,No,5,Credit Card
653,30.0,Male,Backpack,25.627169284822592,Wyoming,XL,Baby blue,Fall,Present,Standard,No,0,Credit Card
654,43.0,Male,Boots,37.59498294738532,Illinois,M,Fuchsia,Winter,Missing,Standard,No,7,Credit Card
655,53.0,Male,Shorts,26.006894535776134,Wyoming,L,Periwinkle,Summer,Missing,Standard,No,1,Credit Card
656,52.0,Male,Scarf,21.008904608663222,North Dakota,XL,Brick red,Fall,Present,Standard,No,4,Credit Card
657,41.0,Female,Shorts,25.785153650011573,Virginia,M,Black,Fall,Missing,Standard,No,19,Credit Card
658,25.0,Female,Hoodie,30.10291472776347,Virginia,M,Ruby Red,Fall,Present,Standard,No,4,Credit Card
659,31.0,Female,Hoodie,25.10686751593596,Washington,S,Muted mustard yellow,Winter,Missing,Next Day Air,No,4,Credit Card
660,36.0,Female,Dress,30.45615107217136,Nebraska,XL,Baby blue,Summer,Missing,Standard,No,17,Credit Card
661,29.0,Female,Running Shoes,29.87851147097638,Massachusetts,S,White,Spring,Present,Next Day Air,No,2,Credit Card
662,22.0,Female,Hoodie,27.728779863999712,Wyoming,M,Terra cotta,Winter,Missing,Standard,No,4,Credit Card
663,23.0,Male,Gloves,21.205853575217905,Vermont,M,Terra cotta,Fall,Missing,Next Day Air,No,3,Credit Card
664,25.0,Male,T-shirt,16.86112289846898,Maryland,XL,Brick red,Spring,Missing,Next Day Air,No,5,Credit Card
665,31.0,Female,Shorts,32.254244985775266,Illinois,M,Baby blue,Summer,Missing,Standard,No,3,Credit Card
666,35.0,Male,Boots,16.161953354547556,,L,Fuchsia,Winter,Missing,Standard,No,13,Credit Card
667,28.0,Female,Sweater,35.48599463905857,Virginia,L,Mauve,Fall,Missing,Standard,No,8,Credit Card
668,42.0,Female,Backpack,37.014892577882094,New Hampshire,L,Brown,Fall,Missing,Standard,No,0,Credit Card
669,35.0,Female,Running Shoes,28.52354792440188,Alabama,M,Lavender,Spring,Missing,Standard,No,15,Credit Card
670,32.0,Male,Running Shoes,21.74409273591104,Kentucky,L,Baby blue,Summer,Present,Standard,No,1,Credit Card
671,28.0,Male,Gloves,35.43516758216997,New Hampshire,M,Black,Fall,Present,Standard,No,8,Credit Card
672,51.0,Female,Hoodie,41.15428209651128,Arkansas,L,White,Winter,Missing,Standard,No,0,Credit Card
673,48.0,Male,Pajamas,20.95390316805708,Indiana,S,Black,Fall,Missing,Standard,No,1,Credit Card
674,30.0,Female,Hoodie,34.504101113029655,South Dakota,L,Lemon yellow,Winter,Missing,Standard,No,6,Credit Card
675,53.0,Female,Hoodie,23.279531704615398,,M,Lemon yellow,Winter,Missing,Standard,No,20,Credit Card
676,20.0,Female,Sunglasses,40.580331868220775,West Virginia,M,Muted mustard yellow,Fall,Missing,Standard,No,3,Credit Card
677,42.0,Female,Hoodie,32.64337798656192,Alaska,S,Mauve,Fall,Present,Standard,No,9,Credit Card
678,24.0,Male,Backpack,27.00327299362688,Virginia,M,Burnt orange,Winter,Present,Standard,No,3,Credit Card
679,21.0,Female,Scarf,30.171796401399,Ohio,XL,Mauve,Winter,Missing,Next Day Air,No,6,Credit Card
680,,Female,Backpack,28.73423965618372,Idaho,M,Burnt orange,Winter,Missing,Standard,No,0,Credit Card
681,24.0,Female,Sunglasses,29.938191085970143,Vermont,XL,Turquoise,Summer,Missing,Standard,No,2,Credit Card
682,40.0,Male,Hoodie,27.54820494866376,South Carolina,XL,Black,Winter,Missing,Standard,No,3,Credit Card
683,21.0,Male,Sunglasses,34.48518056501696,Tennessee,L,Periwinkle,Spring,Missing,Standard,No,6,Credit Card
684,33.0,Male,Gloves,27.8291643166362,Oklahoma,L,Brown,Fall,Missing,Standard,No,12,Credit Card
685,43.0,Female,Hoodie,31.132101336953355,California,M,Lemon yellow,Winter,Present,Standard,No,6,Credit Card
686,28.0,Female,Jacket,41.54621333685404,Indiana,M,Mauve,Winter,Missing,Standard,No,0,Credit Card
687,22.0,Male,Leggings,27.757043533165188,Michigan,S,Muted mustard yellow,Fall,Present,Next Day Air,No,19,Credit Card
688,43.0,Female,T-shirt,32.56964930716329,Maine,XL,Turquoise,Summer,Present,Next Day Air,No,10,Credit Card
689,29.0,Female,Socks,24.29961024462912,Vermont,S,Terra cotta,Winter,Missing,Express,No,3,Credit Card
690,31.0,Male,Backpack,30.122034046930445,Missouri,M,Ruby Red,Winter,Present,Express,No,20,Credit Card
691,26.0,Male,Handbag,26.25750909666892,,M,Baby blue,Summer,Missing,Next Day Air,No,8,Credit Card
692,23.0,Male,Sunglasses,25.606167494542905,Virginia,M,Fuchsia,Summer,Missing,Standard,No,2,Credit Card
693,37.0,Male,Dress,30.314328187189368,,S,Muted mustard yellow,Spring,Missing,Standard,No,0,Credit Card
694,55.0,Male,Hoodie,44.02595720774812,Arkansas,M,Terra cotta,Fall,Missing,Standard,No,3,Credit Card
695,41.0,Male,Shorts,36.37436337027161,Wyoming,L,Lavender,Summer,Present,Standard,No,0,Credit Card
696,25.0,Female,Handbag,40.525973312923306,Iowa,S,Lemon yellow,Summer,Present,Standard,No,0,Credit Card
697,73.0,Female,Backpack,32.251502508792015,Oregon,L,Black,Winter,Present,Standard,No,7,Cash
698,32.0,Male,Backpack,18.868444860172158,Arkansas,L,Burnt orange,Winter,Missing,Standard,No,1,Credit Card
699,69.0,Male,Sunglasses,27.81470726829369,Nebraska,M,Fuchsia,Spring,Present,Next Day Air,No,20,Cash
700,49.0,Male,Boots,35.870705232846355,New York,M,Brick red,Winter,Missing,Standard,No,0,Credit Card
701,49.0,Male,Backpack,27.316045537821108,Michigan,M,Muted mustard yellow,Winter,Present,Standard,No,8,Credit Card
702,44.0,Male,Boots,33.83209851061742,Hawaii,M,Black,Fall,Missing,Standard,No,2,Credit Card
703,41.0,Female,Running Shoes,30.24687465310729,North Dakota,L,Lemon yellow,Summer,Missing,Standard,No,9,Credit Card
704,,Female,Sunglasses,37.75671774358122,Idaho,L,Pale peach,Spring,Missing,Standard,No,5,Credit Card
705,,Male,Scarf,39.85985509628237,Maine,M,Muted mustard yellow,Winter,Present,Express,No,14,Credit Card
706,33.0,Female,Leggings,25.458156850135044,Mississippi,M,Brown,Fall,Missing,Standard,No,8,Credit Card
707,39.0,Male,Leggings,25.79442879282525,Kentucky,M,Ruby Red,Fall,Missing,Express,No,15,Credit Card
708,41.0,Male,Boots,43.14631927772957,Connecticut,L,Ruby Red,Winter,Missing,Standard,No,6,Credit Card
709,23.0,Female,Handbag,30.2526300650886,Illinois,S,Muted mustard yellow,Fall,Present,Standard,No,0,Credit Card
710,49.0,Male,Dress,18.132277470658053,Wisconsin,M,Lemon yellow,Summer,Missing,Standard,No,3,Credit Card
711,29.0,Male,Socks,37.85468993157848,Missouri,S,Ruby Red,Fall,Missing,Standard,No,1,Credit Card
712,42.0,Male,Socks,31.7465164921921,Wyoming,M,Aubergine,Fall,Missing,Standard,No,6,Credit Card
713,35.0,Male,Hoodie,23.63491832530552,Alaska,XL,Burnt orange,Winter,Present,Next Day Air,No,2,Credit Card
714,39.0,Male,Pajamas,24.07532499031964,Alabama,M,Brick red,Winter,Present,Standard,No,3,Credit Card
715,35.0,Male,Hoodie,16.27615473827482,Delaware,S,Mauve,Winter,Present,Next Day Air,No,10,Credit Card
716,21.0,Male,Shorts,23.94257427389205,Pennsylvania,S,White,Spring,Missing,Standard,No,0,Credit Card
717,48.0,Male,Backpack,30.15337502884058,Alabama,L,Baby blue,Fall,Missing,Standard,No,2,Credit Card
718,25.0,Female,Sweater,34.388452858236214,Louisiana,M,Baby blue,Winter,Present,Standard,No,2,Credit Card
719,24.0,Male,Boots,20.101003932179477,Alabama,L,Aubergine,Winter,Present,Standard,No,1,Credit Card
720,43.0,Female,Gloves,19.639767632641007,Connecticut,S,Mauve,Fall,Missing,Standard,No,10,Credit Card
721,50.0,Male,Pajamas,37.64166831870577,Utah,M,Black,Winter,Present,Standard,No,17,Credit Card
722,25.0,Male,Sunglasses,35.464440065586395,New Jersey,L,Ruby Red,Fall,Missing,Standard,No,3,Credit Card
723,30.0,Male,Pajamas,37.61878904061404,New Hampshire,S,Muted mustard yellow,Winter,Present,Standard,No,11,Credit Card
724,,Female,Handbag,40.740170823033296,Nebraska,M,Ruby Red,Fall,Present,Standard,No,4,Credit Card
725,29.0,Male,Sweater,21.715260228844954,Delaware,L,Burnt orange,Winter,Present,Express,No,4,Credit Card
726,29.0,Female,Handbag,44.62256663802513,Wisconsin,L,Lemon yellow,Summer,Missing,Express,No,7,Credit Card
727,37.0,Female,T-shirt,21.13772965783056,Nevada,M,Periwinkle,Summer,Present,Standard,No,17,Credit Card
728,37.0,Female,Gloves,38.17345898436991,Rhode Island,M,Aubergine,Winter,Missing,Standard,No,3,Credit Card
729,40.0,Male,Socks,38.95876711088465,,M,Terra cotta,Winter,Missing,Express,No,20,Credit Card
730,26.0,Female,Pajamas,27.320108623040877,Vermont,M,Brown,Winter,Missing,Next Day Air,No,0,Credit Card
731,47.0,Male,Leggings,18.77110970511312,Kansas,M,Ruby Red,Winter,Missing,Standard,No,2,Credit Card
732,22.0,Female,Gloves,33.92588974844159,,S,Aubergine,Fall,Missing,Standard,No,17,Credit Card
733,63.0,Female,Leggings,24.756223229428905,Massachusetts,L,Muted mustard yellow,Winter,Missing,Standard,No,1,Cash
734,63.0,Male,Running Shoes,27.448830262244893,Colorado,L,Baby blue,Summer,Missing,Standard,No,8,Cash
735,40.0,Female,Sunglasses,34.60093164875557,,M,Pale peach,Summer,Missing,Standard,No,8,Credit Card
736,33.0,Male,Gloves,30.67122799485809,South Carolina,XL,Burnt orange,Winter,Missing,Next Day Air,No,0,Credit Card
737,21.0,Female,T-shirt,35.264247866982714,Georgia,M,Baby blue,Spring,Missing,Express,No,3,Credit Card
738,30.0,Female,Pajamas,38.16665817412133,New York,M,Pale peach,Winter,Present,Standard,No,20,Credit Card
739,56.0,Female,Boots,22.97056282672426,Maryland,S,Terra cotta,Winter,Present,Standard,No,13,Credit Card
740,25.0,Male,Running Shoes,22.75692703142329,Illinois,S,Baby blue,Spring,Missing,Standard,No,13,Credit Card
741,23.0,Male,Handbag,33.552294944482234,Alabama,M,Lavender,Spring,Missing,Standard,No,11,Credit Card
742,21.0,Female,Backpack,24.886976954899595,South Dakota,M,White,Winter,Missing,Standard,No,11,Credit Card
743,,Male,T-shirt,26.93933416321963,Oregon,M,Fuchsia,Spring,Missing,Standard,No,1,Credit Card
744,29.0,Male,Backpack,25.981633391734768,Minnesota,L,Burnt orange,Fall,Missing,Standard,No,17,Credit Card
745,32.0,Male,Socks,21.98465979914712,Iowa,XL,Brown,Fall,Present,Standard,No,0,Credit Card
746,27.0,Male,T-shirt,25.39937662081127,,L,Lavender,Summer,Missing,Standard,No,4,Credit Card
747,56.0,Female,Dress,27.64133765147405,Nebraska,M,Black,Fall,Present,Standard,No,8,Credit Card
748,30.0,Male,T-shirt,41.44821821800684,Georgia,XL,Baby blue,Summer,Present,Standard,No,2,Credit Card
749,28.0,Female,Shorts,39.09552081005795,New Mexico,XL,Lemon yellow,Summer,Present,Next Day Air,No,2,Credit Card
750,26.0,Female,Shorts,36.58967482099676,New Hampshire,L,Baby blue,Summer,Missing,Standard,No,10,Credit Card
751,29.0,Male,Shorts,18.78698392058778,Wisconsin,L,Periwinkle,Summer,Present,Standard,No,2,Credit Card
752,19.0,Female,Leggings,38.28071471974546,Delaware,M,Ruby Red,Winter,Missing,Standard,No,2,Credit Card
753,32.0,Male,Shorts,37.12998248295253,Nevada,M,Baby blue,Summer,Missing,Standard,No,20,Credit Card
754,53.0,Female,Sweater,26.411623862618423,,L,Lemon yellow,Fall,Missing,Standard,No,0,Credit Card
755,39.0,Female,Shorts,34.268194322996905,Alaska,M,Periwinkle,Spring,Missing,Standard,No,0,Credit Card
756,38.0,Male,Leggings,20.802164024834813,South Dakota,M,Brick red,Winter,Missing,Standard,No,1,Credit Card
757,30.0,Female,Running Shoes,24.97336400098172,Colorado,L,Terra cotta,Fall,Present,Standard,No,6,Credit Card
758,23.0,Male,Shorts,35.4177115778372,Wyoming,M,Burnt orange,Fall,Missing,Standard,No,2,Credit Card
759,40.0,Male,Shorts,27.40156033598648,,M,Black,Summer,Present,Standard,No,3,Credit Card
760,,Male,Sweater,25.61681238558069,Delaware,M,Brown,Winter,Missing,Standard,No,0,Credit Card
761,41.0,Male,Socks,32.501091730766035,,L,Burnt orange,Fall,Missing,Standard,No,0,Credit Card
762,29.0,Male,Boots,29.571201080876985,Missouri,M,Burnt orange,Winter,Missing,Standard,No,1,Credit Card
763,33.0,Female,Handbag,24.161187771501275,Alaska,XL,Fuchsia,Summer,Present,Standard,No,8,Credit Card
764,59.0,Male,Running Shoes,37.54146025914602,Illinois,M,Turquoise,Summer,Present,Standard,No,0,Credit Card
765,25.0,Male,T-shirt,35.24982006320239,Ohio,XL,Fuchsia,Summer,Missing,Standard,No,0,Credit Card
766,38.0,Female,Dress,43.31230161036345,,XL,Fuchsia,Summer,Present,Standard,No,8,Credit Card
767,35.0,Male,Pajamas,38.98861569598636,,L,White,Winter,Present,Standard,No,17,Credit Card
768,38.0,Male,Sweater,34.6934415674016,Texas,L,Muted mustard yellow,Fall,Present,Standard,No,4,Credit Card
