Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
31.0,Female,Shorts,32.254244985775266,Illinois,M,Baby blue,Summer,Missing,Standard,No,3,Credit Card
28.0,Female,Sweater,35.48599463905857,Virginia,L,Mauve,Fall,Missing,Standard,No,8,Credit Card
42.0,Female,Backpack,37.014892577882094,New Hampshire,L,Brown,Fall,Missing,Standard,No,0,Credit Card
35.0,Female,Running Shoes,28.52354792440188,Alabama,M,Lavender,Spring,Missing,Standard,No,15,Credit Card
32.0,Male,Running Shoes,21.74409273591104,Kentucky,L,Baby blue,Summer,Present,Standard,No,1,Credit Card
28.0,Male,Gloves,35.43516758216997,New Hampshire,M,Black,Fall,Present,Standard,No,8,Credit Card
51.0,Female,Hoodie,41.15428209651128,Arkansas,L,White,Winter,Missing,Standard,No,0,Credit Card
48.0,Male,Pajamas,20.95390316805708,Indiana,S,Black,Fall,Missing,Standard,No,1,Credit Card
30.0,Female,Hoodie,34.504101113029655,South Dakota,L,Lemon yellow,Winter,Missing,Standard,No,6,Credit Card
20.0,Female,Sunglasses,40.580331868220775,West Virginia,M,Muted mustard yellow,Fall,Missing,Standard,No,3,Credit Card
42.0,Female,Hoodie,32.64337798656192,Alaska,S,Mauve,Fall,Present,Standard,No,9,Credit Card
24.0,Male,Backpack,27.00327299362688,Virginia,M,Burnt orange,Winter,Present,Standard,No,3,Credit Card
21.0,Female,Scarf,30.171796401399,Ohio,XL,Mauve,Winter,Missing,Next Day Air,No,6,Credit Card
24.0,Female,Sunglasses,29.938191085970143,Vermont,XL,Turquoise,Summer,Missing,Standard,No,2,Credit Card
40.0,Male,Hoodie,27.54820494866376,South Carolina,XL,Black,Winter,Missing,Standard,No,3,Credit Card
21.0,Male,Sunglasses,34.48518056501696,Tennessee,L,Periwinkle,Spring,Missing,Standard,No,6,Credit Card
33.0,Male,Gloves,27.8291643166362,Oklahoma,L,Brown,Fall,Missing,Standard,No,12,Credit Card
43.0,Female,Hoodie,31.132101336953355,California,M,Lemon yellow,Winter,Present,Standard,No,6,Credit Card
28.0,Female,Jacket,41.54621333685404,Indiana,M,Mauve,Winter,Missing,Standard,No,0,Credit Card
22.0,Male,Leggings,27.757043533165188,Michigan,S,Muted mustard yellow,Fall,Present,Next Day Air,No,19,Credit Card
43.0,Female,T-shirt,32.56964930716329,Maine,XL,Turquoise,Summer,Present,Next Day Air,No,10,Credit Card
29.0,Female,Socks,24.29961024462912,Vermont,S,Terra cotta,Winter,Missing,Express,No,3,Credit Card
31.0,Male,Backpack,30.122034046930445,Missouri,M,Ruby Red,Winter,Present,Express,No,20,Credit Card
23.0,Male,Sunglasses,25.606167494542905,Virginia,M,Fuchsia,Summer,Missing,Standard,No,2,Credit Card
55.0,Male,Hoodie,44.02595720774812,Arkansas,M,Terra cotta,Fall,Missing,Standard,No,3,Credit Card
41.0,Male,Shorts,36.37436337027161,Wyoming,L,Lavender,Summer,Present,Standard,No,0,Credit Card
25.0,Female,Handbag,40.525973312923306,Iowa,S,Lemon yellow,Summer,Present,Standard,No,0,Credit Card
73.0,Female,Backpack,32.251502508792015,Oregon,L,Black,Winter,Present,Standard,No,7,Cash
32.0,Male,Backpack,18.868444860172158,Arkansas,L,Burnt orange,Winter,Missing,Standard,No,1,Credit Card
69.0,Male,Sunglasses,27.81470726829369,Nebraska,M,Fuchsia,Spring,Present,Next Day Air,No,20,Cash
49.0,Male,Boots,35.870705232846355,New York,M,Brick red,Winter,Missing,Standard,No,0,Credit Card
49.0,Male,Backpack,27.316045537821108,Michigan,M,Muted mustard yellow,Winter,Present,Standard,No,8,Credit Card
44.0,Male,Boots,33.83209851061742,Hawaii,M,Black,Fall,Missing,Standard,No,2,Credit Card
41.0,Female,Running Shoes,30.24687465310729,North Dakota,L,Lemon yellow,Summer,Missing,Standard,No,9,Credit Card
33.0,Female,Leggings,25.458156850135044,Mississippi,M,Brown,Fall,Missing,Standard,No,8,Credit Card
39.0,Male,Leggings,25.79442879282525,Kentucky,M,Ruby Red,Fall,Missing,Express,No,15,Credit Card
41.0,Male,Boots,43.14631927772957,Connecticut,L,Ruby Red,Winter,Missing,Standard,No,6,Credit Card
23.0,Female,Handbag,30.2526300650886,Illinois,S,Muted mustard yellow,Fall,Present,Standard,No,0,Credit Card
49.0,Male,Dress,18.132277470658053,Wisconsin,M,Lemon yellow,Summer,Missing,Standard,No,3,Credit Card
29.0,Male,Socks,37.85468993157848,Missouri,S,Ruby Red,Fall,Missing,Standard,No,1,Credit Card
42.0,Male,Socks,31.7465164921921,Wyoming,M,Aubergine,Fall,Missing,Standard,No,6,Credit Card
35.0,Male,Hoodie,23.63491832530552,Alaska,XL,Burnt orange,Winter,Present,Next Day Air,No,2,Credit Card
39.0,Male,Pajamas,24.07532499031964,Alabama,M,Brick red,Winter,Present,Standard,No,3,Credit Card
35.0,Male,Hoodie,16.27615473827482,Delaware,S,Mauve,Winter,Present,Next Day Air,No,10,Credit Card
21.0,Male,Shorts,23.94257427389205,Pennsylvania,S,White,Spring,Missing,Standard,No,0,Credit Card
48.0,Male,Backpack,30.15337502884058,Alabama,L,Baby blue,Fall,Missing,Standard,No,2,Credit Card
25.0,Female,Sweater,34.388452858236214,Louisiana,M,Baby blue,Winter,Present,Standard,No,2,Credit Card
24.0,Male,Boots,20.101003932179477,Alabama,L,Aubergine,Winter,Present,Standard,No,1,Credit Card
43.0,Female,Gloves,19.639767632641007,Connecticut,S,Mauve,Fall,Missing,Standard,No,10,Credit Card
50.0,Male,Pajamas,37.64166831870577,Utah,M,Black,Winter,Present,Standard,No,17,Credit Card
25.0,Male,Sunglasses,35.464440065586395,New Jersey,L,Ruby Red,Fall,Missing,Standard,No,3,Credit Card
30.0,Male,Pajamas,37.61878904061404,New Hampshire,S,Muted mustard yellow,Winter,Present,Standard,No,11,Credit Card
29.0,Male,Sweater,21.715260228844954,Delaware,L,Burnt orange,Winter,Present,Express,No,4,Credit Card
29.0,Female,Handbag,44.62256663802513,Wisconsin,L,Lemon yellow,Summer,Missing,Express,No,7,Credit Card
37.0,Female,T-shirt,21.13772965783056,Nevada,M,Periwinkle,Summer,Present,Standard,No,17,Credit Card
37.0,Female,Gloves,38.17345898436991,Rhode Island,M,Aubergine,Winter,Missing,Standard,No,3,Credit Card
26.0,Female,Pajamas,27.320108623040877,Vermont,M,Brown,Winter,Missing,Next Day Air,No,0,Credit Card
47.0,Male,Leggings,18.77110970511312,Kansas,M,Ruby Red,Winter,Missing,Standard,No,2,Credit Card
63.0,Female,Leggings,24.756223229428905,Massachusetts,L,Muted mustard yellow,Winter,Missing,Standard,No,1,Cash
63.0,Male,Running Shoes,27.448830262244893,Colorado,L,Baby blue,Summer,Missing,Standard,No,8,Cash
33.0,Male,Gloves,30.67122799485809,South Carolina,XL,Burnt orange,Winter,Missing,Next Day Air,No,0,Credit Card
21.0,Female,T-shirt,35.264247866982714,Georgia,M,Baby blue,Spring,Missing,Express,No,3,Credit Card
30.0,Female,Pajamas,38.16665817412133,New York,M,Pale peach,Winter,Present,Standard,No,20,Credit Card
56.0,Female,Boots,22.97056282672426,Maryland,S,Terra cotta,Winter,Present,Standard,No,13,Credit Card
25.0,Male,Running Shoes,22.75692703142329,Illinois,S,Baby blue,Spring,Missing,Standard,No,13,Credit Card
23.0,Male,Handbag,33.552294944482234,Alabama,M,Lavender,Spring,Missing,Standard,No,11,Credit Card
21.0,Female,Backpack,24.886976954899595,South Dakota,M,White,Winter,Missing,Standard,No,11,Credit Card
29.0,Male,Backpack,25.981633391734768,Minnesota,L,Burnt orange,Fall,Missing,Standard,No,17,Credit Card
32.0,Male,Socks,21.98465979914712,Iowa,XL,Brown,Fall,Present,Standard,No,0,Credit Card
56.0,Female,Dress,27.64133765147405,Nebraska,M,Black,Fall,Present,Standard,No,8,Credit Card
30.0,Male,T-shirt,41.44821821800684,Georgia,XL,Baby blue,Summer,Present,Standard,No,2,Credit Card
28.0,Female,Shorts,39.09552081005795,New Mexico,XL,Lemon yellow,Summer,Present,Next Day Air,No,2,Credit Card
26.0,Female,Shorts,36.58967482099676,New Hampshire,L,Baby blue,Summer,Missing,Standard,No,10,Credit Card
29.0,Male,Shorts,18.78698392058778,Wisconsin,L,Periwinkle,Summer,Present,Standard,No,2,Credit Card
19.0,Female,Leggings,38.28071471974546,Delaware,M,Ruby Red,Winter,Missing,Standard,No,2,Credit Card
32.0,Male,Shorts,37.12998248295253,Nevada,M,Baby blue,Summer,Missing,Standard,No,20,Credit Card
39.0,Female,Shorts,34.268194322996905,Alaska,M,Periwinkle,Spring,Missing,Standard,No,0,Credit Card
38.0,Male,Leggings,20.802164024834813,South Dakota,M,Brick red,Winter,Missing,Standard,No,1,Credit Card
30.0,Female,Running Shoes,24.97336400098172,Colorado,L,Terra cotta,Fall,Present,Standard,No,6,Credit Card
23.0,Male,Shorts,35.4177115778372,Wyoming,M,Burnt orange,Fall,Missing,Standard,No,2,Credit Card
29.0,Male,Boots,29.571201080876985,Missouri,M,Burnt orange,Winter,Missing,Standard,No,1,Credit Card
33.0,Female,Handbag,24.161187771501275,Alaska,XL,Fuchsia,Summer,Present,Standard,No,8,Credit Card
59.0,Male,Running Shoes,37.54146025914602,Illinois,M,Turquoise,Summer,Present,Standard,No,0,Credit Card
25.0,Male,T-shirt,35.24982006320239,Ohio,XL,Fuchsia,Summer,Missing,Standard,No,0,Credit Card
38.0,Male,Sweater,34.6934415674016,Texas,L,Muted mustard yellow,Fall,Present,Standard,No,4,Credit Card
29.0,Female,Handbag,30.50904769299817,Maine,M,Pale peach,Spring,Present,Standard,No,14,Credit Card
23.0,Female,T-shirt,34.93473262732697,Minnesota,L,Lavender,Summer,Missing,Standard,No,4,Credit Card
33.0,Male,Running Shoes,36.90360898631727,Virginia,M,Lemon yellow,Summer,Present,Express,No,20,Credit Card
27.0,Female,Pajamas,36.96715369136841,Connecticut,S,Muted mustard yellow,Fall,Missing,Standard,No,0,Credit Card
25.0,Male,T-shirt,34.14129854297121,Colorado,M,White,Summer,Missing,Standard,No,10,Credit Card
24.0,Male,Running Shoes,31.332065161478177,Georgia,M,Periwinkle,Summer,Missing,Standard,No,5,Credit Card
45.0,Female,Scarf,36.79146724815215,Washington,L,Ruby Red,Fall,Missing,Next Day Air,No,0,Credit Card
45.0,Female,Backpack,31.720874655871903,Oregon,M,Brick red,Winter,Missing,Standard,No,3,Credit Card
43.0,Male,Running Shoes,26.29693293614861,Arkansas,M,Aubergine,Fall,Present,Standard,No,9,Credit Card
28.0,Female,T-shirt,18.033131781335555,Utah,M,Black,Spring,Missing,Express,No,6,Credit Card
23.0,Female,T-shirt,31.850750197701693,Illinois,M,Turquoise,Summer,Present,Standard,No,4,Credit Card
20.0,Male,Pajamas,31.95209632864207,Minnesota,L,Burnt orange,Winter,Present,Standard,No,0,Credit Card
36.0,Female,Backpack,33.96458201176895,Ohio,M,Aubergine,Fall,Missing,Standard,No,4,Credit Card
52.0,Male,Handbag,29.41784597926584,Illinois,XL,Ruby Red,Fall,Present,Standard,No,5,Credit Card
58.0,Male,Pajamas,33.58129398890887,Oregon,L,Black,Winter,Missing,Standard,No,2,Credit Card
36.0,Female,Scarf,33.33577246311631,Rhode Island,S,Brown,Fall,Present,Standard,No,15,Credit Card
21.0,Male,Gloves,41.074583131615015,Wisconsin,M,Black,Fall,Missing,Standard,No,4,Credit Card
53.0,Female,Running Shoes,24.78996194541696,Oklahoma,S,Pale peach,Summer,Present,Standard,No,0,Credit Card
37.0,Female,Shorts,32.335485763539545,Montana,L,Pale peach,Spring,Missing,Standard,No,4,Credit Card
48.0,Male,Dress,34.67241992878048,Texas,XL,Periwinkle,Summer,Present,Standard,No,9,Credit Card
63.0,Male,Handbag,36.88810066308134,Maine,L,White,Spring,Missing,Standard,No,0,Cash
48.0,Female,Sunglasses,33.12589903245277,Massachusetts,M,Pale peach,Spring,Present,Standard,No,4,Credit Card
48.0,Female,Dress,27.929451201597352,Connecticut,M,Fuchsia,Summer,Present,Standard,No,14,Credit Card
25.0,Male,Shorts,32.75997643775658,Montana,M,Brick red,Spring,Missing,Standard,No,9,Credit Card
35.0,Female,Running Shoes,39.01082366496511,South Dakota,M,Lemon yellow,Summer,Missing,Standard,No,3,Credit Card
34.0,Female,Socks,30.15493157259108,Washington,M,Ruby Red,Winter,Missing,Standard,No,0,Credit Card
38.0,Male,Sunglasses,30.33615610331914,Oklahoma,M,White,Spring,Missing,Next Day Air,No,11,Credit Card
37.0,Female,Backpack,27.814364257835543,Florida,L,Muted mustard yellow,Winter,Missing,Express,No,2,Credit Card
18.0,Male,Hoodie,21.113628551214152,Georgia,S,Aubergine,Fall,Present,Standard,No,13,Debit Card
51.0,Female,Scarf,30.72237401378595,Maryland,L,Terra cotta,Fall,Present,Standard,No,1,Debit Card
38.0,Female,Jacket,33.493933815410976,Ohio,M,Black,Winter,Missing,Standard,No,1,Debit Card
19.0,Male,Leggings,38.26311064256019,New Hampshire,L,Muted mustard yellow,Fall,Present,Next Day Air,No,17,Debit Card
32.0,Female,Gloves,29.874618086430512,Maine,S,Brick red,Fall,Present,Standard,No,1,Debit Card
39.0,Female,Scarf,35.33524982986891,Indiana,L,Lemon yellow,Fall,Missing,Standard,No,1,Debit Card
38.0,Female,T-shirt,25.53299785774388,Maine,M,Lavender,Spring,Present,Standard,No,0,Debit Card
48.0,Male,Hoodie,32.072612917401244,South Dakota,L,Black,Winter,Present,Standard,No,10,Debit Card
38.0,Male,Pajamas,12.343321705014093,Wyoming,L,Muted mustard yellow,Fall,Missing,Standard,No,16,Debit Card
53.0,Male,Dress,33.05986273961111,Tennessee,M,Lemon yellow,Summer,Present,Standard,No,5,Debit Card
43.0,Male,Hoodie,36.177160422325215,Idaho,M,Fuchsia,Winter,Present,Standard,No,8,Debit Card
43.0,Female,Gloves,27.10763739017717,Idaho,M,Black,Winter,Missing,Standard,No,8,Debit Card
26.0,Male,Shorts,36.98660681097407,New Hampshire,M,Periwinkle,Summer,Missing,Standard,No,7,Debit Card
26.0,Female,Jacket,35.34472971938935,Maine,M,Ruby Red,Fall,Present,Standard,No,4,Debit Card
49.0,Male,Gloves,33.994816395716065,Arkansas,M,Mauve,Winter,Present,Express,No,9,Debit Card
18.0,Female,Handbag,33.43086943591277,North Carolina,L,Periwinkle,Spring,Missing,Standard,No,11,Debit Card
30.0,Female,Running Shoes,30.91723880571084,New Mexico,M,Fuchsia,Summer,Missing,Standard,No,1,Debit Card
24.0,Female,Boots,24.65093039310818,Michigan,L,Mauve,Winter,Missing,Standard,No,4,Debit Card
62.0,Female,Running Shoes,29.65271060911587,New Mexico,M,Pale peach,Summer,Present,Standard,No,5,Cash
46.0,Male,Hoodie,23.73279620177528,Vermont,S,Ruby Red,Winter,Missing,Standard,No,2,Debit Card
48.0,Female,Handbag,32.26440361587806,Missouri,S,White,Spring,Present,Standard,No,0,Debit Card
33.0,Female,Dress,32.024290049314665,Arizona,L,Lavender,Summer,Missing,Standard,No,5,Debit Card
19.0,Female,Leggings,28.09389038268068,Connecticut,L,Terra cotta,Winter,Missing,Store Pickup,No,10,Debit Card
22.0,Male,Shorts,27.2264561776868,North Dakota,M,Lemon yellow,Summer,Missing,Standard,No,0,Debit Card
28.0,Female,T-shirt,14.805457435936855,North Carolina,M,Lemon yellow,Summer,Present,Standard,No,2,Debit Card
50.0,Female,Sweater,24.02495776241737,Rhode Island,M,Ruby Red,Winter,Missing,Express,No,20,Debit Card
27.0,Male,Running Shoes,29.68516436853082,Nevada,S,Lemon yellow,Summer,Missing,Standard,No,11,Debit Card
37.0,Female,Shorts,39.602451026206325,Michigan,M,Mauve,Spring,Missing,Standard,No,7,Debit Card
23.0,Female,Jacket,27.82563024855086,North Carolina,L,Terra cotta,Fall,Missing,Next Day Air,No,3,Debit Card
34.0,Male,T-shirt,40.61608848643462,Washington,M,Pale peach,Summer,Missing,Next Day Air,No,3,Debit Card
26.0,Male,Sweater,33.24685693589051,Hawaii,XL,Baby blue,Winter,Missing,Standard,No,7,Debit Card
45.0,Female,Dress,35.79107206089235,Indiana,M,White,Summer,Missing,Standard,No,1,Debit Card
19.0,Male,Shorts,26.96097442311575,Pennsylvania,XL,Fuchsia,Spring,Missing,Standard,No,8,Debit Card
20.0,Male,Sunglasses,33.01603771890874,Indiana,M,Muted mustard yellow,Summer,Present,Next Day Air,No,3,Debit Card
32.0,Female,Hoodie,24.20706845605768,South Carolina,S,Brick red,Fall,Present,Standard,No,1,Debit Card
24.0,Female,Sunglasses,18.01946460207311,Georgia,S,Baby blue,Summer,Missing,Standard,No,2,Debit Card
37.0,Male,Leggings,37.82035696252872,South Dakota,M,Ruby Red,Winter,Present,Standard,No,13,Debit Card
29.0,Male,Running Shoes,25.68152112868965,Alabama,S,Lavender,Spring,Missing,Standard,No,3,Debit Card
37.0,Female,T-shirt,25.556041574345738,Indiana,M,Baby blue,Summer,Missing,Standard,No,11,Debit Card
32.0,Male,Boots,27.09599917143337,Illinois,S,Baby blue,Fall,Present,Standard,No,14,Debit Card
41.0,Male,Sweater,21.016492932455066,New Jersey,M,Muted mustard yellow,Winter,Missing,Standard,No,20,Debit Card
29.0,Male,Sweater,37.02395266931648,Pennsylvania,L,Muted mustard yellow,Fall,Present,Standard,No,7,Debit Card
29.0,Female,Pajamas,32.71300832600964,Nebraska,M,Mauve,Fall,Missing,Express,No,2,Debit Card
33.0,Male,Leggings,31.922333590246232,Michigan,L,Brown,Winter,Missing,Standard,No,4,Debit Card
28.0,Male,Socks,30.38578966008802,Kentucky,S,Burnt orange,Winter,Missing,Standard,No,3,Debit Card
40.0,Male,Running Shoes,29.730347667077687,Wisconsin,M,Periwinkle,Spring,Missing,Standard,No,18,Debit Card
19.0,Male,Leggings,29.31231656010574,Washington,L,Mauve,Winter,Present,Express,No,20,Debit Card
25.0,Male,Hoodie,30.14534090207106,Indiana,S,Black,Fall,Missing,Next Day Air,No,1,Debit Card
47.0,Male,T-shirt,30.164164319175256,Louisiana,M,Baby blue,Summer,Present,Standard,No,1,Debit Card
25.0,Male,Scarf,32.28332593687526,Maine,L,Aubergine,Winter,Missing,Standard,No,1,Debit Card
19.0,Male,Pajamas,32.6777313773532,South Carolina,M,Burnt orange,Winter,Missing,Standard,No,6,Debit Card
34.0,Male,Socks,16.684718965579478,Hawaii,M,Black,Fall,Missing,Standard,No,9,Debit Card
37.0,Female,T-shirt,35.89711419690647,Kansas,M,Periwinkle,Summer,Present,Standard,No,4,Debit Card
20.0,Female,Gloves,36.03441653950807,Alabama,L,Black,Fall,Missing,Standard,No,2,Debit Card
24.0,Female,Sweater,32.63523669805118,Louisiana,S,Baby blue,Winter,Present,Standard,No,1,Debit Card
20.0,Female,Pajamas,37.77986908652826,Florida,M,Brick red,Winter,Missing,Express,No,9,Debit Card
46.0,Male,Handbag,31.867439914041995,Illinois,L,Muted mustard yellow,Fall,Present,Standard,No,20,Debit Card
57.0,Male,Pajamas,35.8962782058364,South Carolina,L,Muted mustard yellow,Winter,Missing,Standard,No,8,Debit Card
36.0,Male,Handbag,29.66449000758777,Colorado,L,White,Spring,Present,Standard,No,1,Debit Card
31.0,Male,Sweater,33.2327716297682,Kansas,L,Brown,Winter,Present,Standard,No,0,Debit Card
44.0,Female,Backpack,37.24286667465316,Texas,M,Brown,Winter,Present,Standard,No,2,Debit Card
30.0,Male,Shorts,29.53845878954502,Oklahoma,M,Pale peach,Spring,Present,Standard,No,2,Debit Card
33.0,Female,Backpack,29.581790995984107,Mississippi,M,Terra cotta,Winter,Missing,Standard,No,7,Debit Card
28.0,Female,T-shirt,22.83499082201058,Florida,L,Brick red,Spring,Missing,Standard,No,6,Debit Card
32.0,Female,Gloves,30.20242105533712,Delaware,M,Brown,Winter,Missing,Next Day Air,No,2,Debit Card
41.0,Male,Hoodie,17.07284633678927,Montana,M,Ruby Red,Winter,Missing,Next Day Air,No,10,Debit Card
41.0,Male,Sunglasses,35.00480028608657,New York,M,Turquoise,Summer,Missing,Standard,No,8,Debit Card
46.0,Female,Socks,34.65670088270694,Pennsylvania,S,Brown,Winter,Missing,Next Day Air,No,1,Debit Card
33.0,Male,Dress,36.35745536177888,Arizona,XL,Fuchsia,Spring,Missing,Standard,No,5,Debit Card
41.0,Male,Hoodie,29.996345630585868,Wisconsin,L,Black,Winter,Missing,Standard,No,0,Debit Card
40.0,Female,Pajamas,30.13695145296722,North Carolina,S,Aubergine,Fall,Missing,Standard,No,1,Debit Card
31.0,Male,Jeans,35.48285505525981,Montana,L,Brown,Fall,Present,Standard,No,17,Debit Card
19.0,Male,Shorts,29.488001027869423,North Dakota,M,Pale peach,Summer,Missing,Standard,No,8,Debit Card
49.0,Male,Handbag,31.43413728929751,New Hampshire,M,Lavender,Spring,Present,Standard,No,1,Debit Card
26.0,Male,Dress,38.3488963001311,Georgia,M,White,Summer,Present,Standard,No,6,Debit Card
26.0,Female,Socks,31.73539014012508,Maine,XL,Brick red,Winter,Present,Standard,No,2,Debit Card
40.0,Female,T-shirt,22.282342160624346,California,L,Turquoise,Spring,Missing,Next Day Air,No,4,Debit Card
34.0,Male,Sunglasses,32.66220262504525,West Virginia,M,Lavender,Summer,Missing,Standard,No,0,Debit Card
47.0,Female,Socks,31.391085171291348,North Dakota,XL,Brick red,Fall,Missing,Express,No,2,Debit Card
52.0,Male,Backpack,25.094369250756955,West Virginia,L,Muted mustard yellow,Fall,Missing,Standard,No,1,Debit Card
27.0,Male,Socks,24.712160577387223,Colorado,S,Mauve,Fall,Present,Standard,No,5,Debit Card
27.0,Male,Running Shoes,28.112043444309435,Texas,M,Fuchsia,Summer,Missing,Standard,No,1,Debit Card
28.0,Female,Handbag,41.9409920002434,Louisiana,M,Turquoise,Spring,Present,Standard,No,18,Debit Card
25.0,Female,Backpack,29.4699353412697,Oregon,M,Brown,Fall,Missing,Standard,No,4,Debit Card
46.0,Male,Sunglasses,26.060685061950355,Florida,M,Burnt orange,Fall,Missing,Standard,No,4,Debit Card
21.0,Male,Dress,23.501353103830425,New Jersey,L,Aubergine,Fall,Missing,Standard,No,1,Debit Card
23.0,Female,Handbag,38.38331214055074,Mississippi,XL,Turquoise,Summer,Missing,Standard,No,2,Debit Card
35.0,Male,Dress,31.14958809216501,Arizona,L,White,Spring,Missing,Standard,No,1,Debit Card
23.0,Male,Shorts,36.96925272975791,Utah,M,Turquoise,Summer,Missing,Standard,No,0,Debit Card
21.0,Female,Backpack,30.63491925748821,New Jersey,M,Brown,Winter,Missing,Standard,No,6,Debit Card
29.0,Female,Hoodie,27.15892772180521,Rhode Island,S,Muted mustard yellow,Winter,Present,Standard,No,5,Debit Card
44.0,Male,Backpack,19.412984573777702,South Dakota,S,Aubergine,Fall,Missing,Standard,No,3,Debit Card
30.0,Male,Handbag,32.78926471146732,Michigan,XL,Turquoise,Spring,Missing,Express,No,3,Debit Card
37.0,Female,Backpack,31.87309132082501,California,M,Brick red,Fall,Missing,Standard,No,20,Debit Card
50.0,Male,Dress,23.00594503490807,Indiana,M,Mauve,Summer,Missing,Standard,No,20,Debit Card
33.0,Male,Scarf,36.353326339447946,Wyoming,S,Burnt orange,Winter,Missing,Standard,No,4,Debit Card
47.0,Male,Shorts,25.14671247182365,New Mexico,M,Lemon yellow,Spring,Missing,Standard,No,1,Debit Card
32.0,Male,Backpack,28.264255950305056,North Carolina,XL,Brown,Fall,Missing,Standard,No,10,Debit Card
53.0,Male,Scarf,30.06118844590465,Louisiana,L,Brick red,Fall,Missing,Standard,No,7,Debit Card
30.0,Female,Handbag,28.891806853770383,Ohio,M,White,Summer,Missing,Standard,No,1,Debit Card
22.0,Female,Handbag,19.923418638687423,Nevada,M,White,Spring,Missing,Standard,No,10,Debit Card
37.0,Female,Scarf,36.5078622157711,New York,M,Brick red,Winter,Missing,Standard,No,12,Debit Card
43.0,Male,Socks,37.28415137000111,Nebraska,M,Black,Winter,Present,Standard,No,1,Debit Card
40.0,Male,Sunglasses,29.987904368444543,Utah,M,Lemon yellow,Summer,Present,Next Day Air,No,6,Debit Card
18.0,Male,Sweater,32.06777626244397,Arizona,M,Mauve,Fall,Missing,Next Day Air,No,10,Debit Card
33.0,Male,Jacket,25.452348512184223,Arizona,M,Burnt orange,Fall,Present,Standard,No,7,Debit Card
25.0,Male,Handbag,23.678945361530914,Alaska,M,Lemon yellow,Summer,Missing,Next Day Air,No,10,Debit Card
70.0,Male,Gloves,38.56449981835772,Utah,L,Ruby Red,Winter,Missing,Standard,No,2,Debit Card
39.0,Male,Sunglasses,20.76194782139637,Maine,S,Periwinkle,Spring,Present,Standard,No,3,Debit Card
36.0,Female,Jacket,29.58080030624201,Rhode Island,M,Mauve,Fall,Present,Standard,No,18,Debit Card
31.0,Non-binary,Pajamas,28.37984919191954,Idaho,M,Muted mustard yellow,Winter,Present,Standard,No,4,Debit Card
19.0,Female,Hoodie,30.82167457778596,Kentucky,M,Brick red,Winter,Present,Standard,No,20,Debit Card
42.0,Female,Backpack,25.714173146294165,Delaware,XL,Brick red,Winter,Present,Standard,No,1,Debit Card
29.0,Male,Sweater,34.296657704532635,Virginia,M,Muted mustard yellow,Winter,Missing,Standard,No,0,Debit Card
36.0,Female,Running Shoes,24.99444646180121,Mississippi,S,Terra cotta,Summer,Missing,Standard,No,14,Debit Card
32.0,Female,Boots,37.56540117238208,Maryland,M,Mauve,Winter,Missing,Next Day Air,No,7,Debit Card
34.0,Female,Hoodie,39.47810715090073,Rhode Island,S,Burnt orange,Fall,Present,Standard,No,0,Debit Card
18.0,Female,Socks,25.414406100480218,Arizona,M,Ruby Red,Winter,Missing,Express,No,7,Debit Card
31.0,Male,Shorts,41.84562229087666,New York,L,Lemon yellow,Spring,Missing,Standard,No,1,Debit Card
30.0,Male,Backpack,34.43752999368735,Pennsylvania,M,Pale peach,Winter,Missing,Next Day Air,No,1,Debit Card
59.0,Female,Backpack,37.71859672404188,Nebraska,M,Black,Fall,Present,Standard,No,20,Debit Card
19.0,Female,Scarf,25.35762372189859,California,XL,Black,Fall,Present,Standard,No,15,Debit Card
41.0,Male,Sunglasses,27.37876826381541,Louisiana,S,Lemon yellow,Summer,Missing,Standard,No,5,Debit Card
46.0,Female,Boots,29.816114019172083,Massachusetts,M,Mauve,Winter,Missing,Next Day Air,No,6,Debit Card
32.0,Female,Backpack,32.715493921417085,California,M,Muted mustard yellow,Winter,Missing,Standard,No,3,Debit Card
32.0,Female,Pajamas,25.50681388904504,Maine,XL,Aubergine,Fall,Missing,Standard,No,1,Debit Card
32.0,Male,Running Shoes,26.575796189750605,Arkansas,M,Terra cotta,Fall,Present,Standard,No,2,Debit Card
18.0,Female,Dress,35.454266449458174,Massachusetts,M,Pale peach,Summer,Missing,Standard,No,4,Debit Card
30.0,Female,Handbag,26.25851109786392,North Dakota,XL,Periwinkle,Summer,Present,Standard,No,1,Debit Card
42.0,Male,Running Shoes,25.187103904823665,Kansas,M,Lemon yellow,Spring,Present,Standard,No,1,Debit Card
25.0,Male,Running Shoes,29.889893814195727,Wyoming,M,Lemon yellow,Summer,Present,Standard,No,4,Debit Card
55.0,Female,T-shirt,32.364252363041274,Tennessee,M,Lavender,Spring,Missing,Standard,No,3,Debit Card
41.0,Female,Hoodie,29.69719058718388,Iowa,XL,Aubergine,Winter,Missing,Standard,No,1,Debit Card
38.0,Male,Shorts,27.448906353574618,Colorado,L,White,Summer,Present,Standard,No,20,Debit Card
22.0,Female,T-shirt,34.76347747745926,Michigan,M,Baby blue,Spring,Missing,Standard,No,13,Debit Card
37.0,Female,Socks,28.22058571853444,Connecticut,M,Aubergine,Fall,Present,Standard,No,0,Debit Card
58.0,Non-binary,Pajamas,34.73787734588359,Texas,M,Mauve,Fall,Missing,Standard,No,9,Debit Card
